seed,snr_db,n_targets,sample_index,method,measurement_nmse_db,per_component_half_bin_hit,gate_pass,ls_skipped,projection_delta,minimum_zeta,clipping_rate,fft_support_ms,local_update_ms,grid_path_ms,candan_ls_ms,gate_decision_ms,wall_clock_ms
20260630,0.0,4,11,axiswise_candan_joint_ls,-34.8907366249238,1.0,1,0,nan,0.8189695685992436,0.0,1.9704,1.8519,0.0,7.1755,0.0,11.0731
20260630,0.0,4,11,legacy_explicit_residual_gate,-34.8907366249238,1.0,1,0,nan,0.8189695685992436,0.0,1.9801,1.7894,7.1417,7.0448,0.7018,18.6021
20260630,0.0,4,11,projection_energy_gate,-34.8907366249238,1.0,1,0,0.1401382677386125,0.8189695685992436,0.0,1.8511,1.8591,0.0,7.2122,0.1361,11.1017
20260630,0.0,4,12,axiswise_candan_joint_ls,-12.36767420346506,0.75,1,0,nan,0.8168619103972885,0.08333333333333333,1.8412,1.8717,0.0,6.9212,0.0,10.7421
20260630,0.0,4,12,legacy_explicit_residual_gate,-12.36767420346506,0.75,1,0,nan,0.8168619103972885,0.08333333333333333,2.0138,1.8362,7.1817,7.0704,0.6614,18.7998
20260630,0.0,4,12,projection_energy_gate,-12.36767420346506,0.75,1,0,0.16915166825677083,0.8168619103972885,0.08333333333333333,2.011,1.9678,0.0,7.2536,0.1647,11.404100000000001
20260630,0.0,4,12,stage1_projection_energy_gate,-12.36767420346506,0.75,1,0,0.16915166825677083,0.8168619103972885,0.08333333333333333,1.9699,2.0709,0.0,7.3486,0.1768,11.401000000000002
20260630,0.0,4,13,legacy_explicit_residual_gate,-35.39260191512597,1.0,1,0,nan,0.8175892301061608,0.0,2.023,1.9089,7.0248,6.9779,0.6389,18.569699999999997
20260630,0.0,4,13,projection_energy_gate,-35.39260191512597,1.0,1,0,0.1625850550885165,0.8175892301061608,0.0,1.9235,1.881,0.0,7.2901,0.1718,11.451899999999998
20260630,0.0,4,13,stage1_projection_energy_gate,-35.39260191512597,1.0,1,0,0.1625850550885165,0.8175892301061608,0.0,1.8174,1.8544,0.0,6.8301,0.1241,10.6107
20260630,0.0,4,13,axiswise_candan_joint_ls,-35.39260191512597,1.0,1,0,nan,0.8175892301061608,0.0,1.8776,1.8335,0.0,7.2805,0.0,10.9281
20260630,0.0,4,14,projection_energy_gate,-33.3808692658084,1.0,1,0,0.18206513238919128,0.8043888687215446,0.0,2.0215,1.8903,0.0,7.4733,0.1554,11.372100000000001
20260630,0.0,4,14,stage1_projection_energy_gate,-33.3808692658084,1.0,1,0,0.18206513238919128,0.8043888687215446,0.0,1.8996,1.8517,0.0,7.0534,0.1795,11.2465
20260630,0.0,4,14,axiswise_candan_joint_ls,-33.3808692658084,1.0,1,0,nan,0.8043888687215446,0.0,1.9425,1.8994,0.0,7.4406,0.0,11.2838
20260630,0.0,4,14,legacy_explicit_residual_gate,-33.3808692658084,1.0,1,0,nan,0.8043888687215446,0.0,2.0171,1.8188,7.1726,7.0962,0.6607,18.652
20260630,0.0,4,15,stage1_projection_energy_gate,-35.693039628602335,1.0,1,0,0.11224709211209442,0.8298037554766554,0.0,1.8321,1.8132,0.0,7.1107,0.1525,10.899799999999999
20260630,0.0,4,15,axiswise_candan_joint_ls,-35.693039628602335,1.0,1,0,nan,0.8298037554766554,0.0,1.8299,1.8153,0.0,6.9378,0.0,10.5779
20260630,0.0,4,15,legacy_explicit_residual_gate,-35.693039628602335,1.0,1,0,nan,0.8298037554766554,0.0,1.8856,1.8345,7.1449,7.0236,0.6279,18.6259
20260630,0.0,4,15,projection_energy_gate,-35.693039628602335,1.0,1,0,0.11224709211209442,0.8298037554766554,0.0,2.1849,2.9803,0.0,7.6197,0.1774,13.556299999999998
20260630,0.0,4,16,axiswise_candan_joint_ls,-15.380602512383968,0.75,1,0,nan,0.8109932528385894,0.08333333333333333,1.875,1.806,0.0,7.2135,0.0,11.1237
20260630,0.0,4,16,legacy_explicit_residual_gate,-15.380602512383968,0.75,1,0,nan,0.8109932528385894,0.08333333333333333,1.9135,1.8183,7.0035,6.7837,0.6326,18.2049
20260630,0.0,4,16,projection_energy_gate,-15.380602512383968,0.75,1,0,0.15628396643188391,0.8109932528385894,0.08333333333333333,1.9796,2.0056,0.0,7.1546,0.131,11.2836
