split,seed,snr_db,n_targets,sample_index,truth_index,axis,method,absolute_true_offset,offset_bucket,absolute_bin_error,half_bin_axis_hit,candidate_axis_correct
test,20260703,10.0,8,12,5,doppler,one_step_fixed_support_newton_joint_ls,0.48061416739381846,"[0.40,0.49]",1.519385832606181,0.0,nan
test,20260703,10.0,8,12,6,angle,one_step_fixed_support_newton_joint_ls,0.37320174342839374,"[0.30,0.40)",0.37320174342839607,1.0,nan
test,20260703,10.0,8,12,6,delay,one_step_fixed_support_newton_joint_ls,0.02327807058152287,"[0.00,0.10)",0.023278070581522314,1.0,nan
test,20260703,10.0,8,12,6,doppler,one_step_fixed_support_newton_joint_ls,0.47150959969739437,"[0.40,0.49]",0.47150959969739503,1.0,nan
test,20260703,10.0,8,12,7,angle,one_step_fixed_support_newton_joint_ls,0.38631160460377995,"[0.30,0.40)",0.386311604603776,1.0,nan
test,20260703,10.0,8,12,7,delay,one_step_fixed_support_newton_joint_ls,0.31112547203983376,"[0.30,0.40)",0.31112547203983354,1.0,nan
test,20260703,10.0,8,12,7,doppler,one_step_fixed_support_newton_joint_ls,0.40190224558418997,"[0.40,0.49]",0.4019022455841892,1.0,nan
test,20260703,10.0,8,12,0,angle,cartesian_local_joint_ls,0.3384151006169446,"[0.30,0.40)",37.88658489938305,0.0,0.0
test,20260703,10.0,8,12,0,delay,cartesian_local_joint_ls,0.4195932085372007,"[0.40,0.49]",5.8695932085372,0.0,0.0
test,20260703,10.0,8,12,0,doppler,cartesian_local_joint_ls,0.19903111017752056,"[0.10,0.20)",11.649031110177518,0.0,0.0
test,20260703,10.0,8,12,1,angle,cartesian_local_joint_ls,0.4159662867662942,"[0.40,0.49]",40.865966286766295,0.0,0.0
test,20260703,10.0,8,12,1,delay,cartesian_local_joint_ls,0.18686104486392763,"[0.10,0.20)",1.5881389551360723,0.0,0.0
test,20260703,10.0,8,12,1,doppler,cartesian_local_joint_ls,0.3760633149479857,"[0.30,0.40)",9.073936685052011,0.0,0.0
test,20260703,10.0,8,12,2,angle,cartesian_local_joint_ls,0.44697744522497274,"[0.40,0.49]",0.003022554775029107,1.0,1.0
test,20260703,10.0,8,12,2,delay,cartesian_local_joint_ls,0.03175789254111716,"[0.00,0.10)",0.03175789254111727,1.0,1.0
test,20260703,10.0,8,12,2,doppler,cartesian_local_joint_ls,0.3149294302846256,"[0.30,0.40)",0.08992943028462541,1.0,1.0
test,20260703,10.0,8,12,3,angle,cartesian_local_joint_ls,0.3196715332852188,"[0.30,0.40)",23.13032846671478,0.0,0.0
test,20260703,10.0,8,12,3,delay,cartesian_local_joint_ls,0.18885983636372383,"[0.10,0.20)",1.811140163636276,0.0,0.0
test,20260703,10.0,8,12,3,doppler,cartesian_local_joint_ls,0.4151145291008164,"[0.40,0.49]",1.359885470899183,0.0,0.0
test,20260703,10.0,8,12,4,angle,cartesian_local_joint_ls,0.20789045716527021,"[0.20,0.30)",0.017109542834731428,1.0,1.0
test,20260703,10.0,8,12,4,delay,cartesian_local_joint_ls,0.42571892351866714,"[0.40,0.49]",0.02428107648133171,1.0,1.0
test,20260703,10.0,8,12,4,doppler,cartesian_local_joint_ls,0.3487599588294459,"[0.30,0.40)",0.10124004117055208,1.0,1.0
test,20260703,10.0,8,12,5,angle,cartesian_local_joint_ls,0.04998449924619186,"[0.00,0.10)",53.500015500753804,0.0,1.0
test,20260703,10.0,8,12,5,delay,cartesian_local_joint_ls,0.05400383201706249,"[0.00,0.10)",4.054003832017062,0.0,0.0
test,20260703,10.0,8,12,5,doppler,cartesian_local_joint_ls,0.48061416739381846,"[0.40,0.49]",1.9693858326061804,0.0,0.0
test,20260703,10.0,8,12,6,angle,cartesian_local_joint_ls,0.37320174342839374,"[0.30,0.40)",0.07679825657160677,1.0,1.0
test,20260703,10.0,8,12,6,delay,cartesian_local_joint_ls,0.02327807058152287,"[0.00,0.10)",0.023278070581522314,1.0,1.0
test,20260703,10.0,8,12,6,doppler,cartesian_local_joint_ls,0.47150959969739437,"[0.40,0.49]",0.021509599697395743,1.0,1.0
test,20260703,10.0,8,12,7,angle,cartesian_local_joint_ls,0.38631160460377995,"[0.30,0.40)",0.06368839539621973,1.0,1.0
test,20260703,10.0,8,12,7,delay,cartesian_local_joint_ls,0.31112547203983376,"[0.30,0.40)",0.0861254720398339,1.0,1.0
test,20260703,10.0,8,12,7,doppler,cartesian_local_joint_ls,0.40190224558418997,"[0.40,0.49]",0.0480977544158101,1.0,1.0
test,20260703,10.0,8,13,0,angle,grid_fft_topL_joint_ls,0.32445680270812355,"[0.30,0.40)",19.67554319729188,0.0,nan
test,20260703,10.0,8,13,0,delay,grid_fft_topL_joint_ls,0.31352803943136315,"[0.30,0.40)",2.686471960568637,0.0,nan
test,20260703,10.0,8,13,0,doppler,grid_fft_topL_joint_ls,0.32744363879769,"[0.30,0.40)",2.672556361202311,0.0,nan
test,20260703,10.0,8,13,1,angle,grid_fft_topL_joint_ls,0.11288937349237227,"[0.10,0.20)",0.11288937349237926,1.0,nan
test,20260703,10.0,8,13,1,delay,grid_fft_topL_joint_ls,0.4272433434902255,"[0.40,0.49]",0.5727566565097746,0.0,nan
test,20260703,10.0,8,13,1,doppler,grid_fft_topL_joint_ls,0.25729250762549893,"[0.20,0.30)",0.2572925076254986,1.0,nan
test,20260703,10.0,8,13,2,angle,grid_fft_topL_joint_ls,0.4872388807393166,"[0.40,0.49]",20.512761119260688,0.0,nan
test,20260703,10.0,8,13,2,delay,grid_fft_topL_joint_ls,0.4153245323976812,"[0.40,0.49]",2.5846754676023185,0.0,nan
test,20260703,10.0,8,13,2,doppler,grid_fft_topL_joint_ls,0.394038027276706,"[0.30,0.40)",3.6059619727232928,0.0,nan
test,20260703,10.0,8,13,3,angle,grid_fft_topL_joint_ls,0.47038609913435053,"[0.40,0.49]",31.529613900865655,0.0,nan
test,20260703,10.0,8,13,3,delay,grid_fft_topL_joint_ls,0.1979089217682467,"[0.10,0.20)",6.1979089217682475,0.0,nan
test,20260703,10.0,8,13,3,doppler,grid_fft_topL_joint_ls,0.12462476645158582,"[0.10,0.20)",2.8753752335484144,0.0,nan
test,20260703,10.0,8,13,4,angle,grid_fft_topL_joint_ls,0.40744197805136306,"[0.40,0.49]",0.4074419780513665,1.0,nan
test,20260703,10.0,8,13,4,delay,grid_fft_topL_joint_ls,0.10641769783554678,"[0.10,0.20)",0.10641769783554622,1.0,nan
test,20260703,10.0,8,13,4,doppler,grid_fft_topL_joint_ls,0.30990114665091484,"[0.30,0.40)",0.3099011466509154,1.0,nan
test,20260703,10.0,8,13,5,angle,grid_fft_topL_joint_ls,0.12748395821764036,"[0.10,0.20)",0.12748395821763836,1.0,nan
test,20260703,10.0,8,13,5,delay,grid_fft_topL_joint_ls,0.1657455104167842,"[0.10,0.20)",0.16574551041678376,1.0,nan
test,20260703,10.0,8,13,5,doppler,grid_fft_topL_joint_ls,0.003654171083652402,"[0.00,0.10)",0.0036541710836530683,1.0,nan
test,20260703,10.0,8,13,6,angle,grid_fft_topL_joint_ls,0.28353692874886405,"[0.20,0.30)",0.28353692874885894,1.0,nan
test,20260703,10.0,8,13,6,delay,grid_fft_topL_joint_ls,0.24881894880735958,"[0.20,0.30)",0.24881894880735977,1.0,nan
test,20260703,10.0,8,13,6,doppler,grid_fft_topL_joint_ls,0.05878483917360289,"[0.00,0.10)",0.058784839173602776,1.0,nan
test,20260703,10.0,8,13,7,angle,grid_fft_topL_joint_ls,0.18229325461804002,"[0.10,0.20)",23.18229325461804,0.0,nan
test,20260703,10.0,8,13,7,delay,grid_fft_topL_joint_ls,0.08581844552713669,"[0.00,0.10)",0.08581844552713669,1.0,nan
test,20260703,10.0,8,13,7,doppler,grid_fft_topL_joint_ls,0.4098494081852084,"[0.40,0.49]",8.59015059181479,0.0,nan
test,20260703,10.0,8,13,0,angle,axiswise_quadratic_peak_joint_ls,0.32445680270812355,"[0.30,0.40)",19.67554319729188,0.0,nan
test,20260703,10.0,8,13,0,delay,axiswise_quadratic_peak_joint_ls,0.31352803943136315,"[0.30,0.40)",2.707228805600421,0.0,nan
test,20260703,10.0,8,13,0,doppler,axiswise_quadratic_peak_joint_ls,0.32744363879769,"[0.30,0.40)",2.6731400490307564,0.0,nan
test,20260703,10.0,8,13,1,angle,axiswise_quadratic_peak_joint_ls,0.11288937349237227,"[0.10,0.20)",0.11125036433756463,1.0,nan
test,20260703,10.0,8,13,1,delay,axiswise_quadratic_peak_joint_ls,0.4272433434902255,"[0.40,0.49]",0.07275665650977459,1.0,nan
test,20260703,10.0,8,13,1,doppler,axiswise_quadratic_peak_joint_ls,0.25729250762549893,"[0.20,0.30)",0.23612771514820707,1.0,nan
test,20260703,10.0,8,13,2,angle,axiswise_quadratic_peak_joint_ls,0.4872388807393166,"[0.40,0.49]",20.506731760786593,0.0,nan
test,20260703,10.0,8,13,2,delay,axiswise_quadratic_peak_joint_ls,0.4153245323976812,"[0.40,0.49]",2.585598492653803,0.0,nan
test,20260703,10.0,8,13,2,doppler,axiswise_quadratic_peak_joint_ls,0.394038027276706,"[0.30,0.40)",3.4662236131846953,0.0,nan
test,20260703,10.0,8,13,3,angle,axiswise_quadratic_peak_joint_ls,0.47038609913435053,"[0.40,0.49]",31.582377260459737,0.0,nan
test,20260703,10.0,8,13,3,delay,axiswise_quadratic_peak_joint_ls,0.1979089217682467,"[0.10,0.20)",6.240943980668664,0.0,nan
test,20260703,10.0,8,13,3,doppler,axiswise_quadratic_peak_joint_ls,0.12462476645158582,"[0.10,0.20)",2.9281581005303217,0.0,nan
test,20260703,10.0,8,13,4,angle,axiswise_quadratic_peak_joint_ls,0.40744197805136306,"[0.40,0.49]",0.27580042623422685,1.0,nan
test,20260703,10.0,8,13,4,delay,axiswise_quadratic_peak_joint_ls,0.10641769783554678,"[0.10,0.20)",0.10490498418640648,1.0,nan
test,20260703,10.0,8,13,4,doppler,axiswise_quadratic_peak_joint_ls,0.30990114665091484,"[0.30,0.40)",0.27128384378266546,1.0,nan
test,20260703,10.0,8,13,5,angle,axiswise_quadratic_peak_joint_ls,0.12748395821764036,"[0.10,0.20)",0.12531116255455288,1.0,nan
test,20260703,10.0,8,13,5,delay,axiswise_quadratic_peak_joint_ls,0.1657455104167842,"[0.10,0.20)",0.16084143358590008,1.0,nan
test,20260703,10.0,8,13,5,doppler,axiswise_quadratic_peak_joint_ls,0.003654171083652402,"[0.00,0.10)",0.003649624570075005,1.0,nan
test,20260703,10.0,8,13,6,angle,axiswise_quadratic_peak_joint_ls,0.28353692874886405,"[0.20,0.30)",0.25445781058551376,1.0,nan
test,20260703,10.0,8,13,6,delay,axiswise_quadratic_peak_joint_ls,0.24881894880735958,"[0.20,0.30)",0.23062872963857473,1.0,nan
test,20260703,10.0,8,13,6,doppler,axiswise_quadratic_peak_joint_ls,0.05878483917360289,"[0.00,0.10)",0.05854263132463622,1.0,nan
test,20260703,10.0,8,13,7,angle,axiswise_quadratic_peak_joint_ls,0.18229325461804002,"[0.10,0.20)",23.183479638297186,0.0,nan
test,20260703,10.0,8,13,7,delay,axiswise_quadratic_peak_joint_ls,0.08581844552713669,"[0.00,0.10)",0.08585280694009079,1.0,nan
test,20260703,10.0,8,13,7,doppler,axiswise_quadratic_peak_joint_ls,0.4098494081852084,"[0.40,0.49]",8.569712883828245,0.0,nan
test,20260703,10.0,8,13,0,angle,axiswise_candan_joint_ls,0.32445680270812355,"[0.30,0.40)",20.17554319729188,0.0,nan
test,20260703,10.0,8,13,0,delay,axiswise_candan_joint_ls,0.31352803943136315,"[0.30,0.40)",2.9364633663626414,0.0,nan
test,20260703,10.0,8,13,0,doppler,axiswise_candan_joint_ls,0.32744363879769,"[0.30,0.40)",2.7293839036693583,0.0,nan
test,20260703,10.0,8,13,1,angle,axiswise_candan_joint_ls,0.11288937349237227,"[0.10,0.20)",0.0036210338116688945,1.0,nan
test,20260703,10.0,8,13,1,delay,axiswise_candan_joint_ls,0.4272433434902255,"[0.40,0.49]",0.07275665650977459,1.0,nan
test,20260703,10.0,8,13,1,doppler,axiswise_candan_joint_ls,0.25729250762549893,"[0.20,0.30)",0.0029280025306448465,1.0,nan
test,20260703,10.0,8,13,2,angle,axiswise_candan_joint_ls,0.4872388807393166,"[0.40,0.49]",20.32922518639812,0.0,nan
test,20260703,10.0,8,13,2,delay,axiswise_candan_joint_ls,0.4153245323976812,"[0.40,0.49]",2.6720874914523556,0.0,nan
test,20260703,10.0,8,13,2,doppler,axiswise_candan_joint_ls,0.394038027276706,"[0.30,0.40)",3.18749010685476,0.0,nan
test,20260703,10.0,8,13,3,angle,axiswise_candan_joint_ls,0.47038609913435053,"[0.40,0.49]",31.86253321872713,0.0,nan
test,20260703,10.0,8,13,3,delay,axiswise_candan_joint_ls,0.1979089217682467,"[0.10,0.20)",6.5135691759674454,0.0,nan
test,20260703,10.0,8,13,3,doppler,axiswise_candan_joint_ls,0.12462476645158582,"[0.10,0.20)",3.2032785809054687,0.0,nan
test,20260703,10.0,8,13,4,angle,axiswise_candan_joint_ls,0.40744197805136306,"[0.40,0.49]",0.00541180992118484,1.0,nan
test,20260703,10.0,8,13,4,delay,axiswise_candan_joint_ls,0.10641769783554678,"[0.10,0.20)",0.0021265399500869364,1.0,nan
test,20260703,10.0,8,13,4,doppler,axiswise_candan_joint_ls,0.30990114665091484,"[0.30,0.40)",0.00041819871359649596,1.0,nan
test,20260703,10.0,8,13,5,angle,axiswise_candan_joint_ls,0.12748395821764036,"[0.10,0.20)",0.0009602440313329907,1.0,nan
test,20260703,10.0,8,13,5,delay,axiswise_candan_joint_ls,0.1657455104167842,"[0.10,0.20)",0.001116394097888218,1.0,nan
test,20260703,10.0,8,13,5,doppler,axiswise_candan_joint_ls,0.003654171083652402,"[0.00,0.10)",0.0012945583818861905,1.0,nan
test,20260703,10.0,8,13,6,angle,axiswise_candan_joint_ls,0.28353692874886405,"[0.20,0.30)",0.003886266381215364,1.0,nan
test,20260703,10.0,8,13,6,delay,axiswise_candan_joint_ls,0.24881894880735958,"[0.20,0.30)",0.0003541835556166717,1.0,nan
test,20260703,10.0,8,13,6,doppler,axiswise_candan_joint_ls,0.05878483917360289,"[0.00,0.10)",0.0032915070535359803,1.0,nan
test,20260703,10.0,8,13,7,angle,axiswise_candan_joint_ls,0.18229325461804002,"[0.10,0.20)",23.293971561232993,0.0,nan
test,20260703,10.0,8,13,7,delay,axiswise_candan_joint_ls,0.08581844552713669,"[0.00,0.10)",0.34109281807713465,1.0,nan
test,20260703,10.0,8,13,7,doppler,axiswise_candan_joint_ls,0.4098494081852084,"[0.40,0.49]",8.335359271121625,0.0,nan
test,20260703,10.0,8,13,0,angle,one_step_fixed_support_newton_joint_ls,0.32445680270812355,"[0.30,0.40)",19.67554319729188,0.0,nan
test,20260703,10.0,8,13,0,delay,one_step_fixed_support_newton_joint_ls,0.31352803943136315,"[0.30,0.40)",2.686471960568637,0.0,nan
test,20260703,10.0,8,13,0,doppler,one_step_fixed_support_newton_joint_ls,0.32744363879769,"[0.30,0.40)",2.672556361202311,0.0,nan
test,20260703,10.0,8,13,1,angle,one_step_fixed_support_newton_joint_ls,0.11288937349237227,"[0.10,0.20)",0.11288937349237926,1.0,nan
test,20260703,10.0,8,13,1,delay,one_step_fixed_support_newton_joint_ls,0.4272433434902255,"[0.40,0.49]",0.5727566565097746,0.0,nan
test,20260703,10.0,8,13,1,doppler,one_step_fixed_support_newton_joint_ls,0.25729250762549893,"[0.20,0.30)",0.2572925076254986,1.0,nan
test,20260703,10.0,8,13,2,angle,one_step_fixed_support_newton_joint_ls,0.4872388807393166,"[0.40,0.49]",20.512761119260688,0.0,nan
test,20260703,10.0,8,13,2,delay,one_step_fixed_support_newton_joint_ls,0.4153245323976812,"[0.40,0.49]",2.5846754676023185,0.0,nan
test,20260703,10.0,8,13,2,doppler,one_step_fixed_support_newton_joint_ls,0.394038027276706,"[0.30,0.40)",3.6059619727232928,0.0,nan
test,20260703,10.0,8,13,3,angle,one_step_fixed_support_newton_joint_ls,0.47038609913435053,"[0.40,0.49]",31.529613900865655,0.0,nan
test,20260703,10.0,8,13,3,delay,one_step_fixed_support_newton_joint_ls,0.1979089217682467,"[0.10,0.20)",6.1979089217682475,0.0,nan
test,20260703,10.0,8,13,3,doppler,one_step_fixed_support_newton_joint_ls,0.12462476645158582,"[0.10,0.20)",2.8753752335484144,0.0,nan
test,20260703,10.0,8,13,4,angle,one_step_fixed_support_newton_joint_ls,0.40744197805136306,"[0.40,0.49]",0.4074419780513665,1.0,nan
test,20260703,10.0,8,13,4,delay,one_step_fixed_support_newton_joint_ls,0.10641769783554678,"[0.10,0.20)",0.10641769783554622,1.0,nan
test,20260703,10.0,8,13,4,doppler,one_step_fixed_support_newton_joint_ls,0.30990114665091484,"[0.30,0.40)",0.3099011466509154,1.0,nan
test,20260703,10.0,8,13,5,angle,one_step_fixed_support_newton_joint_ls,0.12748395821764036,"[0.10,0.20)",0.04783620611878803,1.0,nan
test,20260703,10.0,8,13,5,delay,one_step_fixed_support_newton_joint_ls,0.1657455104167842,"[0.10,0.20)",0.058541800095019525,1.0,nan
test,20260703,10.0,8,13,5,doppler,one_step_fixed_support_newton_joint_ls,0.003654171083652402,"[0.00,0.10)",0.0006655954797523123,1.0,nan
test,20260703,10.0,8,13,6,angle,one_step_fixed_support_newton_joint_ls,0.28353692874886405,"[0.20,0.30)",0.1664630712511439,1.0,nan
test,20260703,10.0,8,13,6,delay,one_step_fixed_support_newton_joint_ls,0.24881894880735958,"[0.20,0.30)",0.15545284751175803,1.0,nan
test,20260703,10.0,8,13,6,doppler,one_step_fixed_support_newton_joint_ls,0.05878483917360289,"[0.00,0.10)",0.045444620309083916,1.0,nan
test,20260703,10.0,8,13,7,angle,one_step_fixed_support_newton_joint_ls,0.18229325461804002,"[0.10,0.20)",23.18229325461804,0.0,nan
test,20260703,10.0,8,13,7,delay,one_step_fixed_support_newton_joint_ls,0.08581844552713669,"[0.00,0.10)",0.08581844552713669,1.0,nan
test,20260703,10.0,8,13,7,doppler,one_step_fixed_support_newton_joint_ls,0.4098494081852084,"[0.40,0.49]",8.59015059181479,0.0,nan
test,20260703,10.0,8,13,0,angle,cartesian_local_joint_ls,0.32445680270812355,"[0.30,0.40)",20.125543197291876,0.0,0.0
test,20260703,10.0,8,13,0,delay,cartesian_local_joint_ls,0.31352803943136315,"[0.30,0.40)",2.9114719605686368,0.0,0.0
test,20260703,10.0,8,13,0,doppler,cartesian_local_joint_ls,0.32744363879769,"[0.30,0.40)",2.672556361202311,0.0,0.0
test,20260703,10.0,8,13,1,angle,cartesian_local_joint_ls,0.11288937349237227,"[0.10,0.20)",0.11288937349237926,1.0,0.0
test,20260703,10.0,8,13,1,delay,cartesian_local_joint_ls,0.4272433434902255,"[0.40,0.49]",0.1227566565097753,1.0,1.0
test,20260703,10.0,8,13,1,doppler,cartesian_local_joint_ls,0.25729250762549893,"[0.20,0.30)",0.032292507625498956,1.0,1.0
test,20260703,10.0,8,13,2,angle,cartesian_local_joint_ls,0.4872388807393166,"[0.40,0.49]",20.287761119260686,0.0,0.0
test,20260703,10.0,8,13,2,delay,cartesian_local_joint_ls,0.4153245323976812,"[0.40,0.49]",2.5846754676023185,0.0,0.0
test,20260703,10.0,8,13,2,doppler,cartesian_local_joint_ls,0.394038027276706,"[0.30,0.40)",3.155961972723297,0.0,1.0
test,20260703,10.0,8,13,3,angle,cartesian_local_joint_ls,0.47038609913435053,"[0.40,0.49]",31.754613900865657,0.0,0.0
test,20260703,10.0,8,13,3,delay,cartesian_local_joint_ls,0.1979089217682467,"[0.10,0.20)",6.422908921768247,0.0,0.0
test,20260703,10.0,8,13,3,doppler,cartesian_local_joint_ls,0.12462476645158582,"[0.10,0.20)",3.100375233548416,0.0,0.0
test,20260703,10.0,8,13,4,angle,cartesian_local_joint_ls,0.40744197805136306,"[0.40,0.49]",0.04255802194863634,1.0,1.0
test,20260703,10.0,8,13,4,delay,cartesian_local_joint_ls,0.10641769783554678,"[0.10,0.20)",0.10641769783554622,1.0,1.0
test,20260703,10.0,8,13,4,doppler,cartesian_local_joint_ls,0.30990114665091484,"[0.30,0.40)",0.08490114665091397,1.0,1.0
test,20260703,10.0,8,13,5,angle,cartesian_local_joint_ls,0.12748395821764036,"[0.10,0.20)",0.09751604178235596,1.0,1.0
test,20260703,10.0,8,13,5,delay,cartesian_local_joint_ls,0.1657455104167842,"[0.10,0.20)",0.059254489583215886,1.0,1.0
test,20260703,10.0,8,13,5,doppler,cartesian_local_joint_ls,0.003654171083652402,"[0.00,0.10)",0.0036541710836530683,1.0,1.0
test,20260703,10.0,8,13,6,angle,cartesian_local_joint_ls,0.28353692874886405,"[0.20,0.30)",0.058536928748864625,1.0,1.0
test,20260703,10.0,8,13,6,delay,cartesian_local_joint_ls,0.24881894880735958,"[0.20,0.30)",0.02381894880736013,1.0,1.0
test,20260703,10.0,8,13,6,doppler,cartesian_local_joint_ls,0.05878483917360289,"[0.00,0.10)",0.058784839173602776,1.0,1.0
test,20260703,10.0,8,13,7,angle,cartesian_local_joint_ls,0.18229325461804002,"[0.10,0.20)",23.18229325461804,0.0,0.0
test,20260703,10.0,8,13,7,delay,cartesian_local_joint_ls,0.08581844552713669,"[0.00,0.10)",0.3641815544728626,1.0,0.0
test,20260703,10.0,8,13,7,doppler,cartesian_local_joint_ls,0.4098494081852084,"[0.40,0.49]",8.36515059181479,0.0,0.0
test,20260703,10.0,8,14,0,angle,grid_fft_topL_joint_ls,0.18259427762155234,"[0.10,0.20)",34.18259427762155,0.0,nan
test,20260703,10.0,8,14,0,delay,grid_fft_topL_joint_ls,0.2980868814897458,"[0.20,0.30)",0.2980868814897466,1.0,nan
test,20260703,10.0,8,14,0,doppler,grid_fft_topL_joint_ls,0.41025581263264277,"[0.40,0.49]",7.410255812632641,0.0,nan
test,20260703,10.0,8,14,1,angle,grid_fft_topL_joint_ls,0.06134469941274995,"[0.00,0.10)",0.0613446994127429,1.0,nan
test,20260703,10.0,8,14,1,delay,grid_fft_topL_joint_ls,0.09076121053854747,"[0.00,0.10)",0.09076121053854713,1.0,nan
test,20260703,10.0,8,14,1,doppler,grid_fft_topL_joint_ls,0.4668867263052725,"[0.40,0.49]",0.4668867263052725,1.0,nan
test,20260703,10.0,8,14,2,angle,grid_fft_topL_joint_ls,0.48441674487204966,"[0.40,0.49]",0.4844167448720498,1.0,nan
test,20260703,10.0,8,14,2,delay,grid_fft_topL_joint_ls,0.15947158474567996,"[0.10,0.20)",0.15947158474567935,1.0,nan
test,20260703,10.0,8,14,2,doppler,grid_fft_topL_joint_ls,0.13274468904266612,"[0.10,0.20)",0.13274468904266712,1.0,nan
test,20260703,10.0,8,14,3,angle,grid_fft_topL_joint_ls,0.34406676684121895,"[0.30,0.40)",3.655933233158777,0.0,nan
test,20260703,10.0,8,14,3,delay,grid_fft_topL_joint_ls,0.4570520046416241,"[0.40,0.49]",4.542947995358375,0.0,nan
test,20260703,10.0,8,14,3,doppler,grid_fft_topL_joint_ls,0.36828424697502093,"[0.30,0.40)",0.36828424697502093,1.0,nan
test,20260703,10.0,8,14,4,angle,grid_fft_topL_joint_ls,0.09169684994211108,"[0.00,0.10)",4.90830315005789,0.0,nan
test,20260703,10.0,8,14,4,delay,grid_fft_topL_joint_ls,0.22851009208101114,"[0.20,0.30)",2.7714899079189887,0.0,nan
test,20260703,10.0,8,14,4,doppler,grid_fft_topL_joint_ls,0.48264211363153997,"[0.40,0.49]",6.517357886368458,0.0,nan
test,20260703,10.0,8,14,5,angle,grid_fft_topL_joint_ls,0.010173490543874841,"[0.00,0.10)",0.010173490543877506,1.0,nan
test,20260703,10.0,8,14,5,delay,grid_fft_topL_joint_ls,0.25839826017767964,"[0.20,0.30)",0.25839826017768,1.0,nan
test,20260703,10.0,8,14,5,doppler,grid_fft_topL_joint_ls,0.014530308054232388,"[0.00,0.10)",0.014530308054233387,1.0,nan
test,20260703,10.0,8,14,6,angle,grid_fft_topL_joint_ls,0.2526122898583284,"[0.20,0.30)",4.747387710141666,0.0,nan
test,20260703,10.0,8,14,6,delay,grid_fft_topL_joint_ls,0.3034614993931803,"[0.30,0.40)",0.3034614993931797,1.0,nan
test,20260703,10.0,8,14,6,doppler,grid_fft_topL_joint_ls,0.42199786439865206,"[0.40,0.49]",5.4219978643986515,0.0,nan
test,20260703,10.0,8,14,7,angle,grid_fft_topL_joint_ls,0.037727146794810595,"[0.00,0.10)",0.03772714679480771,1.0,nan
test,20260703,10.0,8,14,7,delay,grid_fft_topL_joint_ls,0.24351934432868674,"[0.20,0.30)",0.24351934432868738,1.0,nan
test,20260703,10.0,8,14,7,doppler,grid_fft_topL_joint_ls,0.39945347388965935,"[0.30,0.40)",0.3994534738896576,1.0,nan
test,20260703,10.0,8,14,0,angle,axiswise_quadratic_peak_joint_ls,0.18259427762155234,"[0.10,0.20)",34.68259427762155,0.0,nan
test,20260703,10.0,8,14,0,delay,axiswise_quadratic_peak_joint_ls,0.2980868814897458,"[0.20,0.30)",0.29504733817122464,1.0,nan
test,20260703,10.0,8,14,0,doppler,axiswise_quadratic_peak_joint_ls,0.41025581263264277,"[0.40,0.49]",7.411581656668304,0.0,nan
test,20260703,10.0,8,14,1,angle,axiswise_quadratic_peak_joint_ls,0.06134469941274995,"[0.00,0.10)",0.060905090583545984,1.0,nan
test,20260703,10.0,8,14,1,delay,axiswise_quadratic_peak_joint_ls,0.09076121053854747,"[0.00,0.10)",0.09043116621103131,1.0,nan
test,20260703,10.0,8,14,1,doppler,axiswise_quadratic_peak_joint_ls,0.4668867263052725,"[0.40,0.49]",0.1556741351598241,1.0,nan
test,20260703,10.0,8,14,2,angle,axiswise_quadratic_peak_joint_ls,0.48441674487204966,"[0.40,0.49]",0.09678211044965224,1.0,nan
test,20260703,10.0,8,14,2,delay,axiswise_quadratic_peak_joint_ls,0.15947158474567996,"[0.10,0.20)",0.1547781317765704,1.0,nan
test,20260703,10.0,8,14,2,doppler,axiswise_quadratic_peak_joint_ls,0.13274468904266612,"[0.10,0.20)",0.1298591570789931,1.0,nan
test,20260703,10.0,8,14,3,angle,axiswise_quadratic_peak_joint_ls,0.34406676684121895,"[0.30,0.40)",3.65584550299954,0.0,nan
test,20260703,10.0,8,14,3,delay,axiswise_quadratic_peak_joint_ls,0.4570520046416241,"[0.40,0.49]",4.54393883110583,0.0,nan
test,20260703,10.0,8,14,3,doppler,axiswise_quadratic_peak_joint_ls,0.36828424697502093,"[0.30,0.40)",0.8682842469750227,0.0,nan
test,20260703,10.0,8,14,4,angle,axiswise_quadratic_peak_joint_ls,0.09169684994211108,"[0.00,0.10)",4.9081644269712115,0.0,nan
test,20260703,10.0,8,14,4,delay,axiswise_quadratic_peak_joint_ls,0.22851009208101114,"[0.20,0.30)",2.7883358731602783,0.0,nan
test,20260703,10.0,8,14,4,doppler,axiswise_quadratic_peak_joint_ls,0.48264211363153997,"[0.40,0.49]",6.517357886368458,0.0,nan
test,20260703,10.0,8,14,5,angle,axiswise_quadratic_peak_joint_ls,0.010173490543874841,"[0.00,0.10)",0.010113133930133245,1.0,nan
test,20260703,10.0,8,14,5,delay,axiswise_quadratic_peak_joint_ls,0.25839826017767964,"[0.20,0.30)",0.2335108631822589,1.0,nan
test,20260703,10.0,8,14,5,doppler,axiswise_quadratic_peak_joint_ls,0.014530308054232388,"[0.00,0.10)",0.014580013573201711,1.0,nan
test,20260703,10.0,8,14,6,angle,axiswise_quadratic_peak_joint_ls,0.2526122898583284,"[0.20,0.30)",4.755497566205591,0.0,nan
test,20260703,10.0,8,14,6,delay,axiswise_quadratic_peak_joint_ls,0.3034614993931803,"[0.30,0.40)",0.2659951303902268,1.0,nan
