profile,seed,sample_index,snr_db,l_value,channel_nmse_db,support_recall,dominant_energy_recall,topk_energy_efficiency,clean_topk_energy_fraction,effective_support_95,effective_support_99,delay_support_recall,angle_support_recall,delay_bin_rmse,angle_bin_rmse,noise_variance
A,20260626.0,11.0,0.0,8.0,-6.6183400715167675,0.875,0.7872977696200608,0.9959889031724148,0.7904684149716599,47.0,207.0,0.875,1.0,0.6123724356957945,0.0,0.9999998558258446
A,20260626.0,12.0,0.0,8.0,-7.25229302994017,1.0,0.8190132537336359,1.0,0.8190132537336359,41.0,185.0,1.0,1.0,0.0,0.0,0.9999999480379547
A,20260626.0,13.0,0.0,8.0,-8.090225187384142,1.0,0.8502803234325743,1.0,0.8502803234325743,35.0,151.0,1.0,1.0,0.0,0.0,1.0000000264367026
A,20260626.0,14.0,0.0,8.0,-9.37443634935147,0.875,0.8900614330292148,0.988344908209092,0.9005575135121912,18.0,82.0,0.875,1.0,0.7071067811865476,0.0,1.000000050882969
A,20260626.0,15.0,0.0,8.0,-7.4229942544367935,1.0,0.8233682666131378,1.0,0.8233682666131378,40.0,181.0,1.0,1.0,0.0,0.0,1.000000043735266
A,20260626.0,16.0,0.0,8.0,-7.699273987561481,0.875,0.8329835062849149,0.9922144292139146,0.8395196459144916,32.0,143.0,0.875,1.0,0.6123724356957945,0.0,0.9999999506735873
A,20260626.0,17.0,0.0,8.0,-7.0711547948921085,0.75,0.8087242283370516,0.9778399438134009,0.8270517413956027,40.0,181.0,0.75,0.875,0.7905694150420949,0.3535533905932738,1.0000001187772194
A,20260626.0,18.0,0.0,8.0,-5.715258047233236,0.875,0.7360772126476255,0.9942535973449239,0.7403314552879284,58.0,244.0,0.875,1.0,0.6123724356957945,0.0,0.9999998749278826
A,20260626.0,19.0,0.0,8.0,-6.7387931211239005,0.875,0.7928847564602308,0.9936045272135349,0.797988268716727,42.0,193.0,1.0,0.875,0.0,0.7905694150420949,1.000000031921816
A,20260626.0,20.0,0.0,8.0,-5.637999105270155,1.0,0.7289885273848223,1.0,0.7289885273848223,62.0,270.0,1.0,1.0,0.0,0.0,1.0000001421500597
A,20260626.0,21.0,0.0,8.0,-7.674088630361277,1.0,0.8315289017909393,0.9999999999999999,0.8315289017909394,41.0,194.0,1.0,1.0,0.0,0.0,0.9999999969908056
A,20260626.0,22.0,0.0,8.0,-8.606340542480977,1.0,0.8681250408420595,1.0,0.8681250408420595,28.0,124.0,1.0,1.0,0.0,0.0,1.0000000117268963
A,20260626.0,23.0,0.0,8.0,-6.7118689740474204,1.0,0.7906558480243153,1.0000000000000002,0.7906558480243152,48.0,212.0,1.0,1.0,0.0,0.0,1.000000099959899
A,20260626.0,24.0,0.0,8.0,-8.123321865820008,1.0,0.847740296342445,1.0,0.847740296342445,43.0,195.0,1.0,1.0,0.0,0.0,0.9999999632338247
A,20260626.0,25.0,0.0,8.0,-6.932087427150688,0.875,0.7995413783411806,0.9953067162645461,0.8033115473609119,45.0,205.0,1.0,0.875,0.0,0.3535533905932738,0.9999999569286913
A,20260626.0,26.0,0.0,8.0,-7.066857180470748,1.0,0.8087505554062774,1.0000000000000002,0.8087505554062773,38.0,158.0,1.0,1.0,0.0,0.0,1.00000006515145
A,20260626.0,27.0,0.0,8.0,-9.743016668496947,1.0,0.9004525675958169,1.0,0.9004525675958169,19.0,72.0,1.0,1.0,0.0,0.0,0.9999999503670882
A,20260626.0,28.0,0.0,8.0,-4.8695864583224315,1.0,0.6771921424023994,1.0,0.6771921424023994,81.0,334.0,1.0,1.0,0.0,0.0,0.9999999858250643
A,20260626.0,29.0,0.0,8.0,-8.112977232454178,0.875,0.8479083702914245,0.9941392087615039,0.8529070806368725,33.0,149.0,0.875,1.0,0.6123724356957945,0.0,0.9999999702605877
A,20260626.0,30.0,0.0,8.0,-8.876780226802698,1.0,0.8728073417624558,1.0,0.8728073417624558,25.0,112.0,1.0,1.0,0.0,0.0,0.9999999090958394
A,20260626.0,31.0,0.0,8.0,-6.655025197374664,1.0,0.788586243847347,1.0,0.788586243847347,52.0,228.0,1.0,1.0,0.0,0.0,0.9999997232978964
A,20260626.0,32.0,0.0,8.0,-8.135542834499446,0.875,0.8500428672553083,0.9962000439690952,0.8532853139300594,36.0,174.0,0.875,1.0,0.6123724356957945,0.0,0.999999981766174
A,20260626.0,33.0,0.0,8.0,-7.802729269385438,0.875,0.8366577702102203,0.9997964986793748,0.8368280658267522,30.0,133.0,0.875,0.875,0.6123724356957945,0.3535533905932738,1.0000000741981754
A,20260626.0,34.0,0.0,8.0,-10.476354615314353,1.0,0.9125690168377864,0.9999999999999999,0.9125690168377865,21.0,121.0,1.0,1.0,0.0,0.0,1.0000000515717735
A,20260626.0,35.0,0.0,8.0,-7.599803159184154,0.875,0.8304525398251467,0.994382161398587,0.8351442454047293,41.0,186.0,0.875,1.0,0.6123724356957945,0.0,1.000000059631847
A,20260626.0,36.0,0.0,8.0,-11.625510340575005,1.0,0.9335183217359352,1.0,0.9335183217359352,12.0,73.0,1.0,1.0,0.0,0.0,1.0000000830553186
A,20260626.0,37.0,0.0,8.0,-7.646669062404767,1.0,0.8312305712292051,1.0,0.8312305712292051,38.0,173.0,1.0,1.0,0.0,0.0,0.9999998782611859
