profile,seed,sample_index,snr_db,l_value,channel_nmse_db,support_recall,dominant_energy_recall,delay_bin_rmse,angle_bin_rmse,noise_variance
D,20260626.0,2.0,20.0,4.0,-19.05740185078329,1.0,0.987727752438292,0.0,0.0,0.010000000864877269
D,20260626.0,3.0,20.0,4.0,-19.512503632618543,0.75,0.9889083567743161,1.0,0.5,0.009999998475214116
D,20260626.0,0.0,20.0,8.0,-25.894005255344542,1.0,0.9975431489775171,0.0,0.0,0.010000000625100125
D,20260626.0,1.0,20.0,8.0,-21.977417251840112,0.875,0.9940241620979129,0.6123724356957945,0.3535533905932738,0.010000000559507512
D,20260626.0,2.0,20.0,8.0,-22.22899211791699,0.75,0.9944459959427813,0.6123724356957945,0.3535533905932738,0.010000000864877269
D,20260626.0,3.0,20.0,8.0,-25.823927005035245,1.0,0.9975257516084692,0.0,0.0,0.009999998475214116
D,20260626.0,0.0,20.0,16.0,-26.746816659833705,0.6875,0.9988611914102943,4.841229182759271,0.5590169943749475,0.010000000625100125
D,20260626.0,1.0,20.0,16.0,-24.700234902193667,0.875,0.9975679618175782,3.142451272494134,0.5,0.010000000559507512
D,20260626.0,2.0,20.0,16.0,-24.539844608555295,0.8125,0.9974228652044553,0.9354143466934853,0.5,0.010000000864877269
D,20260626.0,3.0,20.0,16.0,-25.49294622299998,0.6875,0.9982605848553959,11.363318177363512,0.75,0.009999998475214116
D,20260626.0,0.0,30.0,4.0,-21.062588324515275,1.0,0.992188132349651,0.0,0.0,0.0010000000625100126
D,20260626.0,1.0,30.0,4.0,-19.380537200769556,1.0,0.9884797267294828,0.0,0.0,0.0010000000559507512
D,20260626.0,2.0,30.0,4.0,-19.103579793986448,1.0,0.987727752438292,0.0,0.0,0.001000000086487727
D,20260626.0,3.0,30.0,4.0,-19.54586782810095,0.75,0.9889083567743161,1.0,0.5,0.0009999998475214117
D,20260626.0,0.0,30.0,8.0,-25.88392491980892,0.875,0.9974788626984352,0.3535533905932738,0.0,0.0010000000625100126
D,20260626.0,1.0,30.0,8.0,-22.382790626295677,1.0,0.9942434180198164,0.0,0.0,0.0010000000559507512
D,20260626.0,2.0,30.0,8.0,-22.754354344326483,0.875,0.994739537714215,1.541103500742244,0.6123724356957945,0.001000000086487727
D,20260626.0,3.0,30.0,8.0,-26.026527261432854,1.0,0.9975257516084692,0.0,0.0,0.0009999998475214117
D,20260626.0,0.0,30.0,16.0,-31.374467287194943,0.875,0.9993530681941676,0.6123724356957945,0.3535533905932738,0.0010000000625100126
D,20260626.0,1.0,30.0,16.0,-26.811317171085953,1.0,0.9979613634227668,0.0,0.0,0.0010000000559507512
D,20260626.0,2.0,30.0,16.0,-26.60880673189336,0.9375,0.9978984852685135,0.4330127018922193,0.25,0.001000000086487727
D,20260626.0,3.0,30.0,16.0,-29.919355082266318,1.0,0.9990267772860583,0.0,0.0,0.0009999998475214117
D,20260627.0,0.0,0.0,4.0,-10.901008738545336,0.5,0.9663823184341328,14.849242404917497,0.5,1.0000000308105288
D,20260627.0,1.0,0.0,4.0,-9.985504950824875,0.25,0.9736955828959623,13.257073583562851,1.0,1.0000000271122427
D,20260627.0,2.0,0.0,4.0,-10.60353491473439,0.5,0.9811459828249532,17.705931209625774,0.5,1.0000000636380197
D,20260627.0,3.0,0.0,4.0,-9.723019331873875,0.25,0.9711488091515084,21.615966321217286,0.7071067811865476,1.0000000600034344
D,20260627.0,0.0,0.0,8.0,-8.197789901711085,0.25,0.9663852445684287,18.973665961010276,1.0,1.0000000308105288
D,20260627.0,1.0,0.0,8.0,-7.4663722584787084,0.25,0.9737243997523974,17.553489681541958,0.5,1.0000000271122427
D,20260627.0,2.0,0.0,8.0,-7.909269730663459,0.25,0.9811485448822467,19.868316486305527,0.5,1.0000000636380197
D,20260627.0,3.0,0.0,8.0,-7.891693801992008,0.25,0.975426586510094,16.224980739587952,0.7905694150420949,1.0000000600034344
D,20260627.0,0.0,0.0,16.0,-6.023070287021418,0.125,0.9664478993989837,17.053225501353108,0.8660254037844386,1.0000000308105288
D,20260627.0,1.0,0.0,16.0,-5.496548313931385,0.125,0.9737898443153837,15.241801074676182,0.82915619758885,1.0000000271122427
D,20260627.0,2.0,0.0,16.0,-5.69798429435849,0.1875,0.9828069615929989,14.534441853748634,0.6614378277661477,1.0000000636380197
D,20260627.0,3.0,0.0,16.0,-6.079652030138307,0.25,0.9805817956284808,13.35102992281869,0.6123724356957945,1.0000000600034344
D,20260627.0,0.0,10.0,4.0,-16.57222713720885,0.75,0.9798088200500198,0.0,0.5,0.10000000308105288
D,20260627.0,1.0,10.0,4.0,-17.47871829144287,0.75,0.9857305087438636,8.5,0.0,0.10000000271122426
D,20260627.0,2.0,10.0,4.0,-17.77403609429279,0.5,0.9846127425851604,0.5,0.8660254037844386,0.10000000636380198
D,20260627.0,3.0,10.0,4.0,-17.246595155422604,0.5,0.983919971815232,2.1213203435596424,0.5,0.10000000600034345
D,20260627.0,0.0,10.0,8.0,-20.14452236373502,0.875,0.9929526632933516,0.3535533905932738,0.3535533905932738,0.10000000308105288
D,20260627.0,1.0,10.0,8.0,-17.215515548342548,0.625,0.9883882029035026,10.428326807307105,0.8660254037844386,0.10000000271122426
D,20260627.0,2.0,10.0,8.0,-19.22680196995345,0.875,0.9922623086181817,9.905806378079475,0.3535533905932738,0.10000000636380198
D,20260627.0,3.0,10.0,8.0,-19.73425245932959,0.75,0.9953106964513343,3.278719262151,0.7905694150420949,0.10000000600034345
D,20260627.0,0.0,10.0,16.0,-16.38260400270806,0.5,0.9929704345392089,13.523128336298521,0.9682458365518543,0.10000000308105288
D,20260627.0,1.0,10.0,16.0,-16.556099215762153,0.5,0.9936974118993483,10.787724505195708,0.5,0.10000000271122426
D,20260627.0,2.0,10.0,16.0,-18.044917614857564,0.625,0.9965220510041944,8.923284148787374,0.4330127018922193,0.10000000636380198
D,20260627.0,3.0,10.0,16.0,-16.993818902397006,0.4375,0.9955816196332792,11.44825314185531,0.9013878188659973,0.10000000600034345
D,20260627.0,0.0,20.0,4.0,-17.427237863473362,0.75,0.9820232392411153,0.7071067811865476,0.5,0.010000000308105288
D,20260627.0,1.0,20.0,4.0,-19.50215844747992,1.0,0.9889725934473308,0.0,0.0,0.010000000271122427
D,20260627.0,2.0,20.0,4.0,-18.635337905352582,0.75,0.9866605538957507,0.5,0.5,0.010000000636380197
D,20260627.0,3.0,20.0,4.0,-19.039217305760353,1.0,0.98760140932701,0.0,0.0,0.010000000600034344
D,20260627.0,0.0,20.0,8.0,-21.65425876971399,0.875,0.9934031628638983,0.3535533905932738,0.0,0.010000000308105288
D,20260627.0,1.0,20.0,8.0,-22.38468363877816,1.0,0.9944616820606446,0.0,0.0,0.010000000271122427
D,20260627.0,2.0,20.0,8.0,-22.016335360311672,1.0,0.9941961595627031,0.0,0.0,0.010000000636380197
D,20260627.0,3.0,20.0,8.0,-25.789077897284407,1.0,0.9975700061842215,0.0,0.0,0.010000000600034344
D,20260627.0,0.0,20.0,16.0,-25.31209236151107,0.875,0.9979348524804715,1.1726039399558574,0.6614378277661477,0.010000000308105288
D,20260627.0,1.0,20.0,16.0,-25.907520426402417,0.9375,0.998108308565666,0.82915619758885,0.4330127018922193,0.010000000271122427
D,20260627.0,2.0,20.0,16.0,-26.18836449616351,0.8125,0.9985358132594327,7.031180555212616,0.3535533905932738,0.010000000636380197
D,20260627.0,3.0,20.0,16.0,-25.593022662435327,0.75,0.9983012193533829,6.289872812704562,0.5,0.010000000600034344
D,20260627.0,0.0,30.0,4.0,-17.523256634095322,1.0,0.9823186421129545,0.0,0.0,0.0010000000308105288
D,20260627.0,1.0,30.0,4.0,-19.56441678085588,1.0,0.9889725934473308,0.0,0.0,0.0010000000271122426
D,20260627.0,2.0,30.0,4.0,-18.83340132582973,1.0,0.9869328361849148,0.0,0.0,0.0010000000636380198
D,20260627.0,3.0,30.0,4.0,-19.054768132470745,1.0,0.98760140932701,0.0,0.0,0.0010000000600034345
D,20260627.0,0.0,30.0,8.0,-21.85966857043541,1.0,0.9935020293417326,0.0,0.0,0.0010000000308105288
D,20260627.0,1.0,30.0,8.0,-22.51538424071041,0.875,0.994434040721832,1.4577379737113252,0.5,0.0010000000271122426
D,20260627.0,2.0,30.0,8.0,-22.343500138951935,1.0,0.9941961595627031,0.0,0.0,0.0010000000636380198
D,20260627.0,3.0,30.0,8.0,-26.05865638230133,1.0,0.9975700061842215,0.0,0.0,0.0010000000600034345
D,20260627.0,0.0,30.0,16.0,-27.75160977132216,1.0,0.9983849950001439,0.0,0.0,0.0010000000308105288
D,20260627.0,1.0,30.0,16.0,-27.074490716870443,0.9375,0.9981071930227877,0.82915619758885,0.3535533905932738,0.0010000000271122426
D,20260627.0,2.0,30.0,16.0,-29.204593865817735,0.9375,0.9988566100043837,0.75,0.25,0.0010000000636380198
D,20260627.0,3.0,30.0,16.0,-29.360460556928594,1.0,0.9989302196266255,0.0,0.0,0.0010000000600034345
