profile,seed,snr_db,l_value,sample_index,grid_channel_nmse_db,candan_channel_nmse_db,candan_gain_vs_grid_db,candan_harmful_update
A,20260628,10.0,4,48,-6.668381251672082,-14.948909082648667,8.280527830976585,0
A,20260628,10.0,4,49,-9.141563776878842,-17.28805453771471,8.146490760835869,0
A,20260628,10.0,8,0,-11.238570804081709,-25.92843794875126,14.68986714466955,0
A,20260628,10.0,8,1,-11.138936653740469,-23.82936155542872,12.69042490168825,0
A,20260628,10.0,8,2,-8.724063669568084,-24.671171585431445,15.947107915863361,0
A,20260628,10.0,8,3,-8.533058436165357,-14.754862410058378,6.221803973893021,0
A,20260628,10.0,8,4,-10.937446088195033,-20.13866336382945,9.201217275634418,0
A,20260628,10.0,8,5,-7.613371745113232,-15.86100276840197,8.247631023288738,0
A,20260628,10.0,8,6,-13.91000510664422,-18.62506792936751,4.71506282272329,0
A,20260628,10.0,8,7,-11.5089877204386,-19.08336256214326,7.57437484170466,0
A,20260628,10.0,8,8,-11.4059219069705,-23.88726932261629,12.481347415645791,0
A,20260628,10.0,8,9,-10.083992348762331,-20.03170609697053,9.9477137482082,0
A,20260628,10.0,8,10,-9.196044133779344,-22.410530622359133,13.214486488579789,0
A,20260628,10.0,8,11,-10.509944884872278,-22.008778845297815,11.498833960425538,0
A,20260628,10.0,8,12,-10.00187579810471,-23.695150729126734,13.693274931022025,0
A,20260628,10.0,8,13,-12.89756165801779,-23.940851514452373,11.043289856434583,0
A,20260628,10.0,8,14,-11.250241342861306,-16.944862343053632,5.694621000192326,0
A,20260628,10.0,8,15,-11.0876993996431,-24.598790792953377,13.511091393310277,0
A,20260628,10.0,8,16,-11.930486425752573,-20.818265626704324,8.887779200951751,0
A,20260628,10.0,8,17,-8.581524925422862,-23.133553743931348,14.552028818508486,0
A,20260628,10.0,8,18,-10.412401591124418,-21.60832262128765,11.19592103016323,0
A,20260628,10.0,8,19,-10.344585336335232,-19.754321604632224,9.409736268296992,0
A,20260628,10.0,8,20,-10.772299921526349,-22.619718817819212,11.847418896292863,0
A,20260628,10.0,8,21,-10.628044674223858,-21.89121353356455,11.263168859340691,0
A,20260628,10.0,8,22,-10.600467998868684,-20.24671185977035,9.646243860901667,0
A,20260628,10.0,8,23,-12.117974135002388,-21.282624667049493,9.164650532047105,0
A,20260628,10.0,8,24,-9.641448786752441,-22.625264200285148,12.983815413532707,0
A,20260628,10.0,8,25,-11.24777645071607,-23.599211671993658,12.351435221277587,0
A,20260628,10.0,8,26,-10.532968448824242,-25.11948815009863,14.586519701274387,0
A,20260628,10.0,8,27,-9.139529802812348,-22.849779896751535,13.710250093939187,0
A,20260628,10.0,8,28,-9.733882532490641,-24.18244224211188,14.448559709621238,0
A,20260628,10.0,8,29,-11.157133152868502,-22.46889385179767,11.311760698929168,0
A,20260628,10.0,8,30,-12.733263538892752,-19.105516594507034,6.372253055614282,0
A,20260628,10.0,8,31,-9.661219619295,-21.204409703925876,11.543190084630876,0
A,20260628,10.0,8,32,-10.357044120767657,-19.12550346397031,8.768459343202654,0
A,20260628,10.0,8,33,-8.258340522634294,-18.688248365313303,10.42990784267901,0
