split,seed,separation_bins,dynamic_range_db,snr_db,sample_index,pair_axis,grid_nmse_db,candan_nmse_db,candan_gain_vs_grid_db,grid_per_component_hit,candan_per_component_hit,grid_designated_pair_assignment,candan_designated_pair_assignment,grid_strict_recovery,candan_strict_recovery,grid_strong_hit,candan_strong_hit,grid_weak_hit,candan_weak_hit,grid_all_target_hit,candan_all_target_hit,grid_mean_coordinate_error_bins,candan_mean_coordinate_error_bins,candan_residual_reduction_fraction,candan_minimum_zeta,candan_mean_zeta,candan_clipping_rate,candan_any_clipping,gate_pass,gated_candan_gain_vs_grid_db,gated_candan_per_component_hit,gated_candan_designated_pair_assignment,gated_candan_strict_recovery,gated_candan_strong_hit,gated_candan_weak_hit,gated_candan_all_target_hit,gated_candan_mean_coordinate_error_bins
validation,20260820,1.0,20.0,0.0,4,1,-4.593548777129581,-12.914886625542625,8.321337848413044,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.405387361570043,6.282271665058509,0.14530286492214106,0.8113143561734316,0.8681048529704459,0.16666666666666666,1.0,1,8.321337848413044,0.5,0.0,0.0,1.0,0.0,0.0,6.282271665058509
validation,20260820,1.0,20.0,10.0,0,0,-6.514721635563419,-25.37452098902749,18.859799353464073,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.17695612875722913,0.0739296529846832,0.19889857228328742,0.8173372374511635,0.8836414192962003,0.08333333333333333,1.0,1,18.859799353464073,0.75,0.0,0.0,1.0,0.0,0.0,0.0739296529846832
validation,20260820,1.0,20.0,10.0,1,1,-3.4233706216762236,-12.94211301908083,9.518742397404607,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.6995314058195445,5.645550417318937,0.36696376986831186,0.7976101890982578,0.8320033683242789,0.16666666666666666,1.0,1,9.518742397404607,0.5,0.0,0.0,1.0,0.0,0.0,5.645550417318937
validation,20260820,1.0,20.0,10.0,2,2,-4.012767983470597,-12.82817978665676,8.815411803186162,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.95770475214512,11.907584487490928,0.3143532479162652,0.8007203616404234,0.8461244269486546,0.16666666666666666,1.0,1,8.815411803186162,0.5,0.0,0.0,1.0,0.0,0.0,11.907584487490928
validation,20260820,1.0,20.0,10.0,3,0,-6.712536884143089,-12.828797753734078,6.116260869590989,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.4825540130674355,5.369053134818849,0.14633454314394215,0.808176234098442,0.9022040165091699,0.16666666666666666,1.0,1,6.116260869590989,0.5,0.0,0.0,1.0,0.0,0.0,5.369053134818849
validation,20260820,1.0,20.0,10.0,4,1,-4.925914649108142,-12.848662411254331,7.922747762146189,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.070038772766765,5.030465236682679,0.24492638889624563,0.803004199427554,0.8571754459238257,0.16666666666666666,1.0,1,7.922747762146189,0.5,0.0,0.0,1.0,0.0,0.0,5.030465236682679
validation,20260820,1.0,20.0,20.0,0,0,-4.3292747174133535,-12.829085887898568,8.499811170485215,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0910381919990844,2.924456138769455,0.31374288498226977,0.7996932077853143,0.8519518847237876,0.16666666666666666,1.0,1,8.499811170485215,0.5,0.0,0.0,1.0,0.0,0.0,2.924456138769455
validation,20260820,1.0,20.0,20.0,1,1,-2.6785962109906434,-12.70537989383701,10.026783682846368,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6067560830700325,5.592180584163947,0.4817289145123741,0.73675304799446,0.8199455568522707,0.25,1.0,1,10.026783682846368,0.25,0.0,0.0,0.0,0.0,0.0,5.592180584163947
validation,20260820,1.0,20.0,20.0,2,2,-5.605546844877344,-12.845832996982107,7.240286152104764,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.163370288711052,8.235598820488025,0.2208195632153081,0.7592314729585155,0.8742707755731195,0.25,1.0,1,7.240286152104764,0.25,0.0,0.0,0.0,0.0,0.0,8.235598820488025
validation,20260820,1.0,20.0,20.0,3,0,-3.8882680702536025,-12.980791152475316,9.092523082221714,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.160673379146913,6.076201466473736,0.3542340495106229,0.8015576322627591,0.8692165606541505,0.16666666666666666,1.0,1,9.092523082221714,0.5,0.0,0.0,1.0,0.0,0.0,6.076201466473736
validation,20260820,1.0,20.0,20.0,4,1,-2.83105591752526,-12.966170311212554,10.135114393687294,0.75,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.288191435599968,5.214349494850526,0.4655861618217586,0.810436462867437,0.8337552876217474,0.08333333333333333,1.0,1,10.135114393687294,0.5,0.0,0.0,1.0,0.0,0.0,5.214349494850526
validation,20260820,1.0,20.0,30.0,0,0,-4.091387123448563,-12.970057694739454,8.878670571290892,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.185256849312185,5.072822660231425,0.33899560847575616,0.8084192119887452,0.8548842397950637,0.16666666666666666,1.0,1,8.878670571290892,0.5,0.0,0.0,1.0,0.0,0.0,5.072822660231425
validation,20260820,1.0,20.0,30.0,1,1,-4.707908837648549,-12.940559572597364,8.232650734948814,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.915924772669635,4.755857554886558,0.28696711003146175,0.8084930716021461,0.8663985839853581,0.16666666666666666,1.0,1,8.232650734948814,0.5,0.0,0.0,1.0,0.0,0.0,4.755857554886558
validation,20260820,1.0,20.0,30.0,2,2,-4.719162694012779,-12.939831881510255,8.220669187497476,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9026125799231084,1.7951694513967518,0.2863367601896752,0.7684337072638044,0.8769377053823102,0.16666666666666666,1.0,1,8.220669187497476,0.5,0.0,0.0,1.0,0.0,0.0,1.7951694513967518
validation,20260820,1.0,20.0,30.0,3,0,-4.029897381140416,-12.899197345437152,8.869299964296737,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.043744921819076,5.868983292662495,0.3437187274903391,0.7985305586400145,0.8656856167569917,0.16666666666666666,1.0,1,8.869299964296737,0.5,0.0,0.0,1.0,0.0,0.0,5.868983292662495
validation,20260820,1.0,20.0,30.0,4,1,-2.296527065017323,-12.695689292645394,10.399162227628072,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.173579189011297,9.176567303181644,0.5349783451227565,0.784599212491659,0.8298946078395276,0.16666666666666666,1.0,1,10.399162227628072,0.5,0.0,0.0,1.0,0.0,0.0,9.176567303181644
validation,20260820,2.0,0.0,0.0,0,0,-3.0724220424340047,-21.470419841883963,18.397997799449957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23314932392815946,0.015239241161208264,0.24238934567791215,0.803563504284528,0.8621025043310477,0.0,0.0,1,18.397997799449957,1.0,1.0,1.0,1.0,1.0,1.0,0.015239241161208264
validation,20260820,2.0,0.0,0.0,1,1,-2.794497188901178,-6.003023872121171,3.2085266832199926,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4040934675893359,0.16982542536392606,0.13577015643156765,0.8010465282523267,0.8647897104874783,0.08333333333333333,1.0,1,3.2085266832199926,0.75,0.0,0.0,0.0,1.0,0.0,0.16982542536392606
validation,20260820,2.0,0.0,0.0,2,2,-4.171179622637724,-26.949877944665282,22.77869832202756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19705737178241853,0.007881495681429781,0.18769204354429658,0.8039681777616918,0.8788791540354933,0.0,0.0,1,22.77869832202756,1.0,1.0,1.0,1.0,1.0,1.0,0.007881495681429781
validation,20260820,2.0,0.0,0.0,3,0,-4.706459313334718,-21.639124228094794,16.932664914760075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19071741436321688,0.014252249153336708,0.16451199523958238,0.643217164762536,0.8633987938747144,0.0,0.0,1,16.932664914760075,1.0,1.0,1.0,1.0,1.0,1.0,0.014252249153336708
validation,20260820,2.0,0.0,0.0,4,1,-2.099683272133791,-6.138882992252524,4.0391997201187335,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.160881217653082,5.975358708527615,0.18827318662863457,0.7190025568018027,0.8545231549847173,0.08333333333333333,1.0,1,4.0391997201187335,0.75,0.0,0.0,0.0,1.0,0.0,5.975358708527615
validation,20260820,2.0,0.0,10.0,0,0,-1.846750278459466,-5.9596950038542165,4.11294472539475,0.5,0.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.2985642947630867,2.127571130991804,0.3655556232185581,0.4173860717261683,0.8008948820013496,0.25,1.0,1,4.11294472539475,0.75,1.0,1.0,1.0,1.0,0.0,2.127571130991804
validation,20260820,2.0,0.0,10.0,1,1,-4.252748826044178,-44.27066950916383,40.017920683119655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19187334810742485,0.0016824181077092308,0.3400990568398315,0.8008387185369502,0.8771954317234986,0.0,0.0,1,40.017920683119655,1.0,1.0,1.0,1.0,1.0,1.0,0.0016824181077092308
validation,20260820,2.0,0.0,10.0,2,2,-3.389395861351278,-42.25630936167887,38.8669135003276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2074385699688149,0.0019076358807967135,0.41656806462136675,0.7776670712788885,0.8695711036798427,0.0,0.0,1,38.8669135003276,1.0,1.0,1.0,1.0,1.0,1.0,0.0019076358807967135
validation,20260820,2.0,0.0,10.0,3,0,-2.607074242490151,-6.018798371060376,3.4117241285702247,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.533665117152116,4.414474524052129,0.27130312043414956,0.7967607059313029,0.8600905234914635,0.08333333333333333,1.0,1,3.4117241285702247,0.75,1.0,1.0,1.0,1.0,0.0,4.414474524052129
validation,20260820,2.0,0.0,10.0,4,1,-3.4054604657642766,-30.585188866838745,27.17972840107447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1995123029406806,0.004853577183629998,0.4129426205819223,0.7981639016683167,0.8815206195512263,0.0,0.0,1,27.17972840107447,1.0,1.0,1.0,1.0,1.0,1.0,0.004853577183629998
validation,20260820,2.0,0.0,20.0,0,0,-2.4577691244302056,-23.78145045765107,21.32368133322086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24072947377984422,0.007952350922921939,0.5578547960479897,0.7778405559886862,0.8640663156089529,0.0,0.0,1,21.32368133322086,1.0,1.0,1.0,1.0,1.0,1.0,0.007952350922921939
validation,20260820,2.0,0.0,20.0,1,1,-2.0128884171456822,-5.341655372498927,3.328766955353245,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4395097496796854,0.1923428291829925,0.3333105616491597,0.6463337396029061,0.798787550151491,0.08333333333333333,1.0,1,3.328766955353245,0.75,0.0,0.0,0.0,1.0,0.0,0.1923428291829925
validation,20260820,2.0,0.0,20.0,2,2,-2.1632943391123325,-24.523510613055414,22.36021627394308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2734257785867846,0.0065856959907083885,0.598189753350281,0.7007771046420215,0.8379575036694535,0.0,0.0,1,22.36021627394308,1.0,1.0,1.0,1.0,1.0,1.0,0.0065856959907083885
validation,20260820,2.0,0.0,20.0,3,0,-4.2459129838051455,-28.274788010633884,24.02887502682874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19257662549417187,0.005375007526207491,0.3711344264016664,0.808412258914018,0.8809198840722811,0.0,0.0,1,24.02887502682874,1.0,1.0,1.0,1.0,1.0,1.0,0.005375007526207491
validation,20260820,2.0,0.0,20.0,4,1,-2.289997568475684,-6.019093871039939,3.7290963025642547,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.78296154434642,2.6382286768937404,0.33685345556559243,0.7975228696205069,0.8635901553284763,0.08333333333333333,1.0,1,3.7290963025642547,0.75,1.0,1.0,1.0,1.0,0.0,2.6382286768937404
validation,20260820,2.0,0.0,30.0,0,0,-2.037384567830019,-29.38598412735848,27.34859955952846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28629868432968647,0.005306428643704268,0.6238547369057098,0.6746894086016009,0.8309532881538323,0.0,0.0,1,27.34859955952846,1.0,1.0,1.0,1.0,1.0,1.0,0.005306428643704268
validation,20260820,2.0,0.0,30.0,1,1,-1.9116098978761582,-5.802001249564235,3.8903913516880766,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.079972246522045,1.8807306696043138,0.38058577679326083,0.3634518880568656,0.7990362834064655,0.08333333333333333,1.0,1,3.8903913516880766,0.5,0.0,0.0,0.0,1.0,0.0,1.8807306696043138
validation,20260820,2.0,0.0,30.0,2,2,-3.5038404225961433,-44.399855411946554,40.89601498935041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2109349285371301,0.0010334234417421762,0.44582675485894974,0.7982652506365597,0.8773937742728163,0.0,0.0,1,40.89601498935041,1.0,1.0,1.0,1.0,1.0,1.0,0.0010334234417421762
validation,20260820,2.0,0.0,30.0,3,0,-2.3262891977586584,-6.020083115660933,3.6937939179022745,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.9380827794618203,1.8226876514128991,0.3349839836738731,0.7044513554699959,0.8429557534708348,0.08333333333333333,1.0,1,3.6937939179022745,0.75,1.0,1.0,1.0,1.0,0.0,1.8226876514128991
validation,20260820,2.0,0.0,30.0,4,1,-3.4471637579620977,-45.98789545522011,42.54073169725802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21842932894594602,0.0009242959357139332,0.4516304533559128,0.7978571446915017,0.8742299860381273,0.0,0.0,1,42.54073169725802,1.0,1.0,1.0,1.0,1.0,1.0,0.0009242959357139332
validation,20260820,2.0,10.0,0.0,0,0,-2.3221688865328964,-13.809201738024628,11.487032851491731,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4540083881306611,0.1746209294056209,0.2708362306507546,0.7988990444384068,0.8469929371261321,0.08333333333333333,1.0,1,11.487032851491731,0.75,0.0,0.0,1.0,0.0,0.0,0.1746209294056209
validation,20260820,2.0,10.0,0.0,1,1,-3.205516646931821,-7.609828221258324,4.404311574326503,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.490499359865578,5.395105709714856,0.15361912877504358,0.7996872969691325,0.8578185107872563,0.16666666666666666,1.0,1,4.404311574326503,0.5,0.0,0.0,1.0,0.0,0.0,5.395105709714856
validation,20260820,2.0,10.0,0.0,2,2,-3.57909455409041,-12.743473693826664,9.164379139736253,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3528816813201601,0.18464450474598934,0.1909244178144306,0.6848022793851722,0.8463791170486107,0.25,1.0,1,9.164379139736253,0.75,0.0,0.0,1.0,0.0,0.0,0.18464450474598934
validation,20260820,2.0,10.0,0.0,3,0,-5.930971651361209,-8.826633001026781,2.8956613496655725,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.9526457187665172,1.9143981478613454,0.062194833336243094,0.8380300578447005,0.9249905119244247,0.08333333333333333,1.0,1,2.8956613496655725,0.75,1.0,1.0,1.0,1.0,0.0,1.9143981478613454
validation,20260820,2.0,10.0,0.0,4,1,-4.836233548956622,-8.820061858943598,3.9838283099869756,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3933593414312777,2.330136685057464,0.09870721035783325,0.6390704311746777,0.8607843939677832,0.08333333333333333,1.0,1,3.9838283099869756,0.25,0.0,0.0,0.0,0.0,0.0,2.330136685057464
validation,20260820,2.0,10.0,10.0,0,0,-2.893511741258286,-7.4735365666591225,4.580024825400836,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.065835172843642,5.029988085043226,0.3042709757424923,0.7899391365327825,0.8242625871995525,0.16666666666666666,1.0,1,4.580024825400836,0.25,0.0,0.0,0.0,0.0,0.0,5.029988085043226
validation,20260820,2.0,10.0,10.0,1,1,-2.916209391483572,-13.90346682158641,10.987257430102837,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4162183498184217,0.17659784536849052,0.4292407719807701,0.7999807629298734,0.8657070607264671,0.08333333333333333,1.0,1,10.987257430102837,0.75,0.0,0.0,1.0,0.0,0.0,0.17659784536849052
validation,20260820,2.0,10.0,10.0,2,2,-3.5134840836006296,-14.022016437699712,10.508532354099081,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5953156595318925,1.489047598777062,0.3702170579228814,0.7855739008459397,0.8742389897845122,0.08333333333333333,1.0,1,10.508532354099081,0.5,0.0,0.0,0.0,0.0,0.0,1.489047598777062
validation,20260820,2.0,10.0,10.0,3,0,-4.788146373594138,-14.199897417305676,9.411751043711538,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.26120131156539667,0.16039929245645115,0.2676013064523055,0.7935614766200386,0.8919577081622538,0.08333333333333333,1.0,1,9.411751043711538,0.75,0.0,0.0,1.0,0.0,0.0,0.16039929245645115
validation,20260820,2.0,10.0,10.0,4,1,-3.637019097348478,-13.997181881914095,10.360162784565617,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.44894934976811457,0.17785807730957703,0.3580252955954145,0.7947041908093525,0.8465539879991537,0.08333333333333333,1.0,1,10.360162784565617,0.75,0.0,0.0,1.0,0.0,0.0,0.17785807730957703
validation,20260820,2.0,10.0,20.0,0,0,-3.0907089449681586,-14.206496102882287,11.115787157914129,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3263390692971117,0.1568197204079628,0.44788072907112997,0.6151437418526088,0.8431199639287499,0.08333333333333333,1.0,1,11.115787157914129,0.75,0.0,0.0,1.0,0.0,0.0,0.1568197204079628
validation,20260820,2.0,10.0,20.0,1,1,-2.338469618887116,-7.52026562789215,5.1817960090050335,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9878327137448653,1.8325793363170433,0.4016814528439645,0.7553688333148479,0.8051578364603583,0.16666666666666666,1.0,1,5.1817960090050335,0.5,0.0,0.0,1.0,0.0,0.0,1.8325793363170433
validation,20260820,2.0,10.0,20.0,2,2,-3.764948092498277,-7.635509897481994,3.8705618049837174,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.019256875557073,4.915796398582003,0.24578032197497493,0.8115744840934649,0.8731817238281941,0.16666666666666666,1.0,1,3.8705618049837174,0.5,0.0,0.0,1.0,0.0,0.0,4.915796398582003
validation,20260820,2.0,10.0,20.0,3,0,-2.0385799055457725,-7.683386522109106,5.644806616563333,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.718753328080652,5.642103763744539,0.450320389397611,0.8001853256959118,0.8418093441559261,0.16666666666666666,1.0,1,5.644806616563333,0.5,0.0,0.0,1.0,0.0,0.0,5.642103763744539
validation,20260820,2.0,10.0,20.0,4,1,-2.279848803536489,-7.721023316092458,5.4411745125559685,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.041518819468087,1.8667446148674054,0.41853832294380455,0.7867386860324198,0.8444973406481341,0.16666666666666666,1.0,1,5.4411745125559685,0.5,0.0,0.0,1.0,0.0,0.0,1.8667446148674054
validation,20260820,2.0,10.0,30.0,0,0,-2.269901861293047,-7.493747528840167,5.2238456675471205,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.488044438646011,4.375612031893698,0.41445794706869804,0.6732402178353253,0.8314183511523919,0.25,1.0,1,5.2238456675471205,0.5,0.0,0.0,1.0,0.0,0.0,4.375612031893698
validation,20260820,2.0,10.0,30.0,1,1,-4.821362619428079,-7.694128243656055,2.872765624227976,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0243945574037954,0.9694261649774684,0.15926785028549567,0.7413469431359415,0.888582848108539,0.16666666666666666,1.0,1,2.872765624227976,0.5,0.0,0.0,1.0,0.0,0.0,0.9694261649774684
validation,20260820,2.0,10.0,30.0,2,2,-4.3940236481159625,-14.167314316730588,9.773290668614624,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.329693775602228,0.16770700611296738,0.32501705347762067,0.7876038639352152,0.8656051644921766,0.08333333333333333,1.0,1,9.773290668614624,0.75,0.0,0.0,1.0,0.0,0.0,0.16770700611296738
validation,20260820,2.0,10.0,30.0,3,0,-1.5636056334479307,-7.677641183594001,6.11403555014607,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.78306856963939,4.535210842990307,0.5264346636909158,0.7839450514327762,0.8147884566537598,0.16666666666666666,1.0,1,6.11403555014607,0.5,0.0,0.0,1.0,0.0,0.0,4.535210842990307
validation,20260820,2.0,10.0,30.0,4,1,-3.6153409151811022,-12.067400655153623,8.45205973997252,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3581533591746025,0.16813602139619102,0.3724868189152395,0.8004222290243506,0.8717787995965548,0.08333333333333333,1.0,1,8.45205973997252,0.75,0.0,0.0,1.0,0.0,0.0,0.16813602139619102
validation,20260820,2.0,20.0,0.0,0,0,-1.3390399472383794,-12.825070450068223,11.486030502829843,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.524233442659747,1.3415911650418464,0.33899698626244723,0.7896818501531341,0.8149980154753234,0.16666666666666666,1.0,1,11.486030502829843,0.5,0.0,0.0,1.0,0.0,0.0,1.3415911650418464
validation,20260820,2.0,20.0,0.0,1,1,-3.0335928340055935,-12.800805477974622,9.767212643969028,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.461476514360464,5.280983356682342,0.22316323426424978,0.7992547591343164,0.8394093569076378,0.16666666666666666,1.0,1,9.767212643969028,0.5,0.0,0.0,1.0,0.0,0.0,5.280983356682342
validation,20260820,2.0,20.0,0.0,2,2,-3.755280048633322,-12.837846305853109,9.082566257219787,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.753448240790814,4.620477726061252,0.18288447695430732,0.7964450193099589,0.8439921452098308,0.16666666666666666,1.0,1,9.082566257219787,0.5,0.0,0.0,1.0,0.0,0.0,4.620477726061252
validation,20260820,2.0,20.0,0.0,3,0,-3.7882325899404594,-12.827988653779613,9.039756063839153,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.573426903213512,2.3925437511495544,0.1810977482484204,0.8016259327598785,0.855089629387638,0.08333333333333333,1.0,1,9.039756063839153,0.5,0.0,0.0,1.0,0.0,0.0,2.3925437511495544
validation,20260820,2.0,20.0,0.0,4,1,-3.9749797791346446,-12.843218215105496,8.868238435970852,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.658671310061192,4.547500075827131,0.17537917325901609,0.7871478449026033,0.8489036466906045,0.16666666666666666,1.0,1,8.868238435970852,0.5,0.0,0.0,1.0,0.0,0.0,4.547500075827131
validation,20260820,2.0,20.0,10.0,0,0,-3.4020059519002928,-12.842476337882731,9.440470385982438,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.125019816540629,3.9308151288377027,0.367303079341957,0.7962553153434884,0.8615173188598998,0.25,1.0,1,9.440470385982438,0.5,0.0,0.0,1.0,0.0,0.0,3.9308151288377027
validation,20260820,2.0,20.0,10.0,1,1,-3.990708272759496,-12.825452569750349,8.834744296990852,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.8924300686189532,3.6914066755025026,0.31667650376727896,0.7993713457354312,0.8471904129252178,0.16666666666666666,1.0,1,8.834744296990852,0.5,0.0,0.0,1.0,0.0,0.0,3.6914066755025026
validation,20260820,2.0,20.0,10.0,2,2,-4.650989302031046,-12.85627734401393,8.205288041982884,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.532655014734604,4.473410609915292,0.2643340959982946,0.8031446791403574,0.8659671951131354,0.16666666666666666,1.0,1,8.205288041982884,0.5,0.0,0.0,1.0,0.0,0.0,4.473410609915292
validation,20260820,2.0,20.0,10.0,3,0,-5.006732851186483,-12.859750852175885,7.853018000989403,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2556210974227775,2.159689080098974,0.2390518885870467,0.7487506507327606,0.8594884517954995,0.16666666666666666,1.0,1,7.853018000989403,0.5,0.0,0.0,1.0,0.0,0.0,2.159689080098974
validation,20260820,2.0,20.0,10.0,4,1,-2.875802781842511,-12.83348100931004,9.957678227467529,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.443529992809134,3.218847041499572,0.4201482752627047,0.7981342399008026,0.8378750311413529,0.16666666666666666,1.0,1,9.957678227467529,0.5,0.0,0.0,1.0,0.0,0.0,3.218847041499572
validation,20260820,2.0,20.0,20.0,0,0,-5.392186520596084,-12.861460061920608,7.469273541324524,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.238916636489871,5.231616719892674,0.23469975105448726,0.7931026030583587,0.8725480974976901,0.16666666666666666,1.0,1,7.469273541324524,0.5,0.0,0.0,1.0,0.0,0.0,5.231616719892674
validation,20260820,2.0,20.0,20.0,1,1,-2.5925363689894403,-12.86012705960481,10.26759069061537,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.748993657467294,3.5806692761653074,0.4939375875348459,0.7950338146399047,0.837376043189061,0.16666666666666666,1.0,1,10.26759069061537,0.5,0.0,0.0,1.0,0.0,0.0,3.5806692761653074
validation,20260820,2.0,20.0,20.0,2,2,-4.0406389413921495,-12.828151896618802,8.787512955226653,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.090705458147857,8.09158588105595,0.33860302181417895,0.800435875240893,0.8667583559285063,0.16666666666666666,1.0,1,8.787512955226653,0.5,0.0,0.0,1.0,0.0,0.0,8.09158588105595
